"cell_line","treatment","pert_type","design","time","concentration","cell_count__time0","dead_count__time0","cell_count","dead_count","cell_count__ctrl","dead_count__ctrl"
"HS578T","Dinaciclib/SCH727965","trt_cp",1,72,0.01,463.292207792208,87.3311688311688,734,344,2587.4,140.5
"HS578T","Dinaciclib/SCH727965","trt_cp",1,72,0.0031623,463.292207792208,87.3311688311688,2652,171,2587.4,140.5
"HS578T","Dinaciclib/SCH727965","trt_cp",1,72,0.001,463.292207792208,87.3311688311688,2315,113,2587.4,140.5
"HS578T","Dinaciclib/SCH727965","trt_cp",1,72,0.00031623,463.292207792208,87.3311688311688,2587,143,2587.4,140.5
"HS578T","Dinaciclib/SCH727965","trt_cp",1,72,1e-04,463.292207792208,87.3311688311688,2407,142,2587.4,140.5
"HS578T","Everolimus","trt_cp",1,72,0.31623,463.292207792208,87.3311688311688,1287,91,2587.4,140.5
"HS578T","Paclitaxel_pos","pos_ctrl",1,72,1,463.292207792208,87.3311688311688,224,547,2587.4,140.5
"HS578T","AZD7762","trt_cp",1,72,10,463.292207792208,87.3311688311688,60,447,2587.4,140.5
"HS578T","AZD7762","trt_cp",1,72,3.1623,463.292207792208,87.3311688311688,186,349,2587.4,140.5
"HS578T","AZD7762","trt_cp",1,72,1,463.292207792208,87.3311688311688,285,413,2587.4,140.5
"HS578T","AZD7762","trt_cp",1,72,0.31623,463.292207792208,87.3311688311688,260,441,2587.4,140.5
"HS578T","AZD7762","trt_cp",1,72,0.1,463.292207792208,87.3311688311688,207,371,2587.4,140.5
"HS578T","AZD7762","trt_cp",1,72,0.031623,463.292207792208,87.3311688311688,441,353,2587.4,140.5
"HS578T","AZD7762","trt_cp",1,72,0.01,463.292207792208,87.3311688311688,1465,365,2587.4,140.5
"HS578T","AZD7762","trt_cp",1,72,0.0031623,463.292207792208,87.3311688311688,2565,222,2587.4,140.5
"HS578T","AZD7762","trt_cp",1,72,0.001,463.292207792208,87.3311688311688,2551,144,2587.4,140.5
"HS578T","-","ctl_vehicle",1,72,0,463.292207792208,87.3311688311688,2403,113,2587.4,140.5
"HS578T","Paclitaxel_pos","pos_ctrl",1,72,1,463.292207792208,87.3311688311688,156,545,2587.4,140.5
"HS578T","Olaparib/AZD2281","trt_cp",1,72,10,463.292207792208,87.3311688311688,1099,106,2587.4,140.5
"HS578T","Olaparib/AZD2281","trt_cp",1,72,3.1623,463.292207792208,87.3311688311688,1909,117,2587.4,140.5
"HS578T","Olaparib/AZD2281","trt_cp",1,72,1,463.292207792208,87.3311688311688,2066,121,2587.4,140.5
"HS578T","Olaparib/AZD2281","trt_cp",1,72,0.31623,463.292207792208,87.3311688311688,2344,105,2587.4,140.5
"HS578T","Olaparib/AZD2281","trt_cp",1,72,0.1,463.292207792208,87.3311688311688,2326,126,2587.4,140.5
"HS578T","Olaparib/AZD2281","trt_cp",1,72,0.031623,463.292207792208,87.3311688311688,2141,123,2587.4,140.5
"HS578T","Olaparib/AZD2281","trt_cp",1,72,0.01,463.292207792208,87.3311688311688,2467,119,2587.4,140.5
"HS578T","Olaparib/AZD2281","trt_cp",1,72,0.0031623,463.292207792208,87.3311688311688,2294,110,2587.4,140.5
"HS578T","Olaparib/AZD2281","trt_cp",1,72,0.001,463.292207792208,87.3311688311688,1997,134,2587.4,140.5
"HS578T","-","ctl_vehicle",1,72,0,463.292207792208,87.3311688311688,2485,136,2587.4,140.5
"HS578T","GSK2126458","pos_ctrl",1,72,0.1,463.292207792208,87.3311688311688,666,180,2587.4,140.5
"HS578T","Alpelisib/BYL719","trt_cp",1,72,10,463.292207792208,87.3311688311688,1348,168,2587.4,140.5
"HS578T","Alpelisib/BYL719","trt_cp",1,72,3.1623,463.292207792208,87.3311688311688,2094,103,2587.4,140.5
"HS578T","Alpelisib/BYL719","trt_cp",1,72,1,463.292207792208,87.3311688311688,2221,118,2587.4,140.5
"HS578T","Alpelisib/BYL719","trt_cp",1,72,0.31623,463.292207792208,87.3311688311688,2010,111,2587.4,140.5
"HS578T","Alpelisib/BYL719","trt_cp",1,72,0.1,463.292207792208,87.3311688311688,2404,134,2587.4,140.5
"HS578T","Alpelisib/BYL719","trt_cp",1,72,0.031623,463.292207792208,87.3311688311688,2393,144,2587.4,140.5
"HS578T","Alpelisib/BYL719","trt_cp",1,72,0.01,463.292207792208,87.3311688311688,2649,149,2587.4,140.5
"HS578T","Alpelisib/BYL719","trt_cp",1,72,0.0031623,463.292207792208,87.3311688311688,2188,149,2587.4,140.5
"HS578T","Alpelisib/BYL719","trt_cp",1,72,0.001,463.292207792208,87.3311688311688,2414,133,2587.4,140.5
"HS578T","Vincristin","pos_ctrl",1,72,1,463.292207792208,87.3311688311688,202,495,2587.4,140.5
"HS578T","GSK2126458","pos_ctrl",1,72,0.1,463.292207792208,87.3311688311688,571,229,2587.4,140.5
"HS578T","A-1210477","trt_cp",1,72,10,463.292207792208,87.3311688311688,2112,132,2587.4,140.5
"HS578T","A-1210477","trt_cp",1,72,3.1623,463.292207792208,87.3311688311688,2795,166,2587.4,140.5
"HS578T","A-1210477","trt_cp",1,72,1,463.292207792208,87.3311688311688,2378,129,2587.4,140.5
"HS578T","A-1210477","trt_cp",1,72,0.31623,463.292207792208,87.3311688311688,2406,118,2587.4,140.5
"HS578T","A-1210477","trt_cp",1,72,0.1,463.292207792208,87.3311688311688,2454,146,2587.4,140.5
"HS578T","A-1210477","trt_cp",1,72,0.031623,463.292207792208,87.3311688311688,2379,117,2587.4,140.5
"HS578T","A-1210477","trt_cp",1,72,0.01,463.292207792208,87.3311688311688,2447,139,2587.4,140.5
"HS578T","A-1210477","trt_cp",1,72,0.0031623,463.292207792208,87.3311688311688,2330,140,2587.4,140.5
"HS578T","A-1210477","trt_cp",1,72,0.001,463.292207792208,87.3311688311688,2380,123,2587.4,140.5
"HS578T","Vincristin","pos_ctrl",1,72,1,463.292207792208,87.3311688311688,187,510,2587.4,140.5
"HS578T","-","ctl_vehicle",1,72,0,463.292207792208,87.3311688311688,2460,125,2587.4,140.5
"HS578T","Buparlisib/NVP-BKM120","trt_cp",1,72,10,463.292207792208,87.3311688311688,164,341,2587.4,140.5
"HS578T","Buparlisib/NVP-BKM120","trt_cp",1,72,3.1623,463.292207792208,87.3311688311688,172,319,2587.4,140.5
"HS578T","Buparlisib/NVP-BKM120","trt_cp",1,72,1,463.292207792208,87.3311688311688,1005,249,2587.4,140.5
"HS578T","Buparlisib/NVP-BKM120","trt_cp",1,72,0.31623,463.292207792208,87.3311688311688,1921,120,2587.4,140.5
"HS578T","Buparlisib/NVP-BKM120","trt_cp",1,72,0.1,463.292207792208,87.3311688311688,2125,116,2587.4,140.5
"HS578T","Buparlisib/NVP-BKM120","trt_cp",1,72,0.031623,463.292207792208,87.3311688311688,2596,130,2587.4,140.5
"HS578T","Buparlisib/NVP-BKM120","trt_cp",1,72,0.01,463.292207792208,87.3311688311688,2356,112,2587.4,140.5
"HS578T","Buparlisib/NVP-BKM120","trt_cp",1,72,0.0031623,463.292207792208,87.3311688311688,2476,112,2587.4,140.5
"HS578T","Buparlisib/NVP-BKM120","trt_cp",1,72,0.001,463.292207792208,87.3311688311688,2086,107,2587.4,140.5
"HS578T","Vorinostat","trt_cp",1,72,0.1,463.292207792208,87.3311688311688,2662,120,2587.4,140.5
"HS578T","-","ctl_vehicle",1,72,0,463.292207792208,87.3311688311688,2208,148,2587.4,140.5
"HS578T","INK128/MLN0128","trt_cp",1,72,3.1623,463.292207792208,87.3311688311688,320,181,2587.4,140.5
"HS578T","INK128/MLN0128","trt_cp",1,72,1,463.292207792208,87.3311688311688,516,176,2587.4,140.5
"HS578T","INK128/MLN0128","trt_cp",1,72,0.31623,463.292207792208,87.3311688311688,537,133,2587.4,140.5
"HS578T","INK128/MLN0128","trt_cp",1,72,0.1,463.292207792208,87.3311688311688,624,121,2587.4,140.5
"HS578T","INK128/MLN0128","trt_cp",1,72,0.031623,463.292207792208,87.3311688311688,702,99,2587.4,140.5
"HS578T","INK128/MLN0128","trt_cp",1,72,0.01,463.292207792208,87.3311688311688,1031,105,2587.4,140.5
"HS578T","INK128/MLN0128","trt_cp",1,72,0.0031623,463.292207792208,87.3311688311688,1775,85,2587.4,140.5
"HS578T","INK128/MLN0128","trt_cp",1,72,0.001,463.292207792208,87.3311688311688,2157,133,2587.4,140.5
"HS578T","INK128/MLN0128","trt_cp",1,72,0.00031623,463.292207792208,87.3311688311688,2305,108,2587.4,140.5
"HS578T","Everolimus","trt_cp",1,72,0.1,463.292207792208,87.3311688311688,1504,124,2587.4,140.5
"HS578T","Actinomycin D","pos_ctrl",1,72,1,463.292207792208,87.3311688311688,150,331,2587.4,140.5
"HS578T","PF-4708671","trt_cp",1,72,10,463.292207792208,87.3311688311688,2541,119,2587.4,140.5
"HS578T","PF-4708671","trt_cp",1,72,3.1623,463.292207792208,87.3311688311688,2580,161,2587.4,140.5
"HS578T","PF-4708671","trt_cp",1,72,1,463.292207792208,87.3311688311688,2372,114,2587.4,140.5
"HS578T","PF-4708671","trt_cp",1,72,0.31623,463.292207792208,87.3311688311688,2570,178,2587.4,140.5
"HS578T","PF-4708671","trt_cp",1,72,0.1,463.292207792208,87.3311688311688,2313,104,2587.4,140.5
"HS578T","PF-4708671","trt_cp",1,72,0.031623,463.292207792208,87.3311688311688,2569,127,2587.4,140.5
"HS578T","PF-4708671","trt_cp",1,72,0.01,463.292207792208,87.3311688311688,2583,119,2587.4,140.5
"HS578T","PF-4708671","trt_cp",1,72,0.0031623,463.292207792208,87.3311688311688,2676,147,2587.4,140.5
"HS578T","PF-4708671","trt_cp",1,72,0.001,463.292207792208,87.3311688311688,2256,168,2587.4,140.5
"HS578T","Vorinostat","trt_cp",1,72,0.031623,463.292207792208,87.3311688311688,2486,158,2587.4,140.5
"HS578T","Actinomycin D","pos_ctrl",1,72,1,463.292207792208,87.3311688311688,139,329,2587.4,140.5
"HS578T","Neratinib/HKI272","trt_cp",1,72,3.1623,463.292207792208,87.3311688311688,302,316,2587.4,140.5
"HS578T","Neratinib/HKI272","trt_cp",1,72,1,463.292207792208,87.3311688311688,1150,141,2587.4,140.5
"HS578T","Neratinib/HKI272","trt_cp",1,72,0.31623,463.292207792208,87.3311688311688,1679,129,2587.4,140.5
"HS578T","Neratinib/HKI272","trt_cp",1,72,0.1,463.292207792208,87.3311688311688,2319,122,2587.4,140.5
"HS578T","Neratinib/HKI272","trt_cp",1,72,0.031623,463.292207792208,87.3311688311688,2417,148,2587.4,140.5
"HS578T","Neratinib/HKI272","trt_cp",1,72,0.01,463.292207792208,87.3311688311688,2265,167,2587.4,140.5
"HS578T","Neratinib/HKI272","trt_cp",1,72,0.0031623,463.292207792208,87.3311688311688,2388,118,2587.4,140.5
"HS578T","Neratinib/HKI272","trt_cp",1,72,0.001,463.292207792208,87.3311688311688,2425,148,2587.4,140.5
"HS578T","Neratinib/HKI272","trt_cp",1,72,0.00031623,463.292207792208,87.3311688311688,2528,145,2587.4,140.5
"HS578T","Everolimus","trt_cp",1,72,0.031623,463.292207792208,87.3311688311688,1152,92,2587.4,140.5
"HS578T","-","ctl_vehicle",1,72,0,463.292207792208,87.3311688311688,2516,130,2587.4,140.5
"HS578T","Cediranib/AZD2171","trt_cp",1,72,10,463.292207792208,87.3311688311688,44,417,2587.4,140.5
"HS578T","Cediranib/AZD2171","trt_cp",1,72,3.1623,463.292207792208,87.3311688311688,699,189,2587.4,140.5
"HS578T","Cediranib/AZD2171","trt_cp",1,72,1,463.292207792208,87.3311688311688,1165,203,2587.4,140.5
"HS578T","Cediranib/AZD2171","trt_cp",1,72,0.31623,463.292207792208,87.3311688311688,1231,154,2587.4,140.5
"HS578T","Cediranib/AZD2171","trt_cp",1,72,0.1,463.292207792208,87.3311688311688,1660,138,2587.4,140.5
"HS578T","Cediranib/AZD2171","trt_cp",1,72,0.031623,463.292207792208,87.3311688311688,1766,123,2587.4,140.5
"HS578T","Cediranib/AZD2171","trt_cp",1,72,0.01,463.292207792208,87.3311688311688,2762,135,2587.4,140.5
"HS578T","Cediranib/AZD2171","trt_cp",1,72,0.0031623,463.292207792208,87.3311688311688,2628,153,2587.4,140.5
"HS578T","Cediranib/AZD2171","trt_cp",1,72,0.001,463.292207792208,87.3311688311688,2449,134,2587.4,140.5
"HS578T","Vorinostat","trt_cp",1,72,0.01,463.292207792208,87.3311688311688,3085,148,2587.4,140.5
"HS578T","-","ctl_vehicle",1,72,0,463.292207792208,87.3311688311688,2718,147,2587.4,140.5
"HS578T","Ceritinib/LDK378","trt_cp",1,72,10,463.292207792208,87.3311688311688,151,282,2587.4,140.5
"HS578T","Ceritinib/LDK378","trt_cp",1,72,3.1623,463.292207792208,87.3311688311688,587,245,2587.4,140.5
"HS578T","Ceritinib/LDK378","trt_cp",1,72,1,463.292207792208,87.3311688311688,1044,287,2587.4,140.5
"HS578T","Ceritinib/LDK378","trt_cp",1,72,0.31623,463.292207792208,87.3311688311688,2009,200,2587.4,140.5
"HS578T","Ceritinib/LDK378","trt_cp",1,72,0.1,463.292207792208,87.3311688311688,2711,222,2587.4,140.5
"HS578T","Ceritinib/LDK378","trt_cp",1,72,0.031623,463.292207792208,87.3311688311688,2876,158,2587.4,140.5
"HS578T","Ceritinib/LDK378","trt_cp",1,72,0.01,463.292207792208,87.3311688311688,2672,136,2587.4,140.5
"HS578T","Ceritinib/LDK378","trt_cp",1,72,0.0031623,463.292207792208,87.3311688311688,2534,129,2587.4,140.5
"HS578T","Ceritinib/LDK378","trt_cp",1,72,0.001,463.292207792208,87.3311688311688,2700,107,2587.4,140.5
"HS578T","Everolimus","trt_cp",1,72,0.01,463.292207792208,87.3311688311688,1221,89,2587.4,140.5
"HS578T","Storausporin","pos_ctrl",1,72,1,463.292207792208,87.3311688311688,49,497,2587.4,140.5
"HS578T","Trametinib/GSK1120212","trt_cp",1,72,1,463.292207792208,87.3311688311688,807,200,2587.4,140.5
"HS578T","Trametinib/GSK1120212","trt_cp",1,72,0.31623,463.292207792208,87.3311688311688,749,171,2587.4,140.5
"HS578T","Trametinib/GSK1120212","trt_cp",1,72,0.1,463.292207792208,87.3311688311688,825,145,2587.4,140.5
"HS578T","Trametinib/GSK1120212","trt_cp",1,72,0.031623,463.292207792208,87.3311688311688,908,125,2587.4,140.5
"HS578T","Trametinib/GSK1120212","trt_cp",1,72,0.01,463.292207792208,87.3311688311688,1162,142,2587.4,140.5
"HS578T","Trametinib/GSK1120212","trt_cp",1,72,0.0031623,463.292207792208,87.3311688311688,1709,177,2587.4,140.5
"HS578T","Trametinib/GSK1120212","trt_cp",1,72,0.001,463.292207792208,87.3311688311688,1749,134,2587.4,140.5
"HS578T","Trametinib/GSK1120212","trt_cp",1,72,0.00031623,463.292207792208,87.3311688311688,2174,186,2587.4,140.5
"HS578T","Trametinib/GSK1120212","trt_cp",1,72,1e-04,463.292207792208,87.3311688311688,2403,145,2587.4,140.5
"HS578T","Vorinostat","trt_cp",1,72,0.0031623,463.292207792208,87.3311688311688,2312,120,2587.4,140.5
"HS578T","Storausporin","pos_ctrl",1,72,1,463.292207792208,87.3311688311688,36,510,2587.4,140.5
"HS578T","Luminespib/NVP-AUY922","trt_cp",1,72,1,463.292207792208,87.3311688311688,386,288,2587.4,140.5
"HS578T","Luminespib/NVP-AUY922","trt_cp",1,72,0.31623,463.292207792208,87.3311688311688,375,317,2587.4,140.5
"HS578T","Luminespib/NVP-AUY922","trt_cp",1,72,0.1,463.292207792208,87.3311688311688,393,226,2587.4,140.5
"HS578T","Luminespib/NVP-AUY922","trt_cp",1,72,0.031623,463.292207792208,87.3311688311688,358,279,2587.4,140.5
"HS578T","Luminespib/NVP-AUY922","trt_cp",1,72,0.01,463.292207792208,87.3311688311688,441,418,2587.4,140.5
"HS578T","Luminespib/NVP-AUY922","trt_cp",1,72,0.0031623,463.292207792208,87.3311688311688,913,195,2587.4,140.5
"HS578T","Luminespib/NVP-AUY922","trt_cp",1,72,0.001,463.292207792208,87.3311688311688,3094,158,2587.4,140.5
"HS578T","Luminespib/NVP-AUY922","trt_cp",1,72,0.00031623,463.292207792208,87.3311688311688,2887,141,2587.4,140.5
"HS578T","Luminespib/NVP-AUY922","trt_cp",1,72,1e-04,463.292207792208,87.3311688311688,2702,197,2587.4,140.5
"HS578T","Everolimus","trt_cp",1,72,0.0031623,463.292207792208,87.3311688311688,1339,118,2587.4,140.5
"HS578T","-","ctl_vehicle",1,72,0,463.292207792208,87.3311688311688,2203,110,2587.4,140.5
"HS578T","Abemaciclib/LY2835219","trt_cp",1,72,10,463.292207792208,87.3311688311688,55,394,2587.4,140.5
"HS578T","Abemaciclib/LY2835219","trt_cp",1,72,3.1623,463.292207792208,87.3311688311688,251,249,2587.4,140.5
"HS578T","Abemaciclib/LY2835219","trt_cp",1,72,1,463.292207792208,87.3311688311688,727,224,2587.4,140.5
"HS578T","Abemaciclib/LY2835219","trt_cp",1,72,0.31623,463.292207792208,87.3311688311688,1015,129,2587.4,140.5
"HS578T","Abemaciclib/LY2835219","trt_cp",1,72,0.1,463.292207792208,87.3311688311688,937,149,2587.4,140.5
"HS578T","Abemaciclib/LY2835219","trt_cp",1,72,0.031623,463.292207792208,87.3311688311688,1272,120,2587.4,140.5
"HS578T","Abemaciclib/LY2835219","trt_cp",1,72,0.01,463.292207792208,87.3311688311688,1740,135,2587.4,140.5
"HS578T","Abemaciclib/LY2835219","trt_cp",1,72,0.0031623,463.292207792208,87.3311688311688,1910,120,2587.4,140.5
"HS578T","Abemaciclib/LY2835219","trt_cp",1,72,0.001,463.292207792208,87.3311688311688,2541,126,2587.4,140.5
"HS578T","Vorinostat","trt_cp",1,72,0.001,463.292207792208,87.3311688311688,2978,173,2587.4,140.5
"HS578T","-","ctl_vehicle",1,72,0,463.292207792208,87.3311688311688,2497,128,2587.4,140.5
"HS578T","Volasertib/BI6727","trt_cp",1,72,1,463.292207792208,87.3311688311688,232,239,2587.4,140.5
"HS578T","Volasertib/BI6727","trt_cp",1,72,0.31623,463.292207792208,87.3311688311688,190,303,2587.4,140.5
"HS578T","Volasertib/BI6727","trt_cp",1,72,0.1,463.292207792208,87.3311688311688,247,328,2587.4,140.5
"HS578T","Volasertib/BI6727","trt_cp",1,72,0.031623,463.292207792208,87.3311688311688,218,331,2587.4,140.5
"HS578T","Volasertib/BI6727","trt_cp",1,72,0.01,463.292207792208,87.3311688311688,182,287,2587.4,140.5
"HS578T","Volasertib/BI6727","trt_cp",1,72,0.0031623,463.292207792208,87.3311688311688,688,328,2587.4,140.5
"HS578T","Volasertib/BI6727","trt_cp",1,72,0.001,463.292207792208,87.3311688311688,2428,166,2587.4,140.5
"HS578T","Volasertib/BI6727","trt_cp",1,72,0.00031623,463.292207792208,87.3311688311688,2346,111,2587.4,140.5
"HS578T","Volasertib/BI6727","trt_cp",1,72,1e-04,463.292207792208,87.3311688311688,2307,93,2587.4,140.5
"HS578T","Everolimus","trt_cp",1,72,0.001,463.292207792208,87.3311688311688,1402,132,2587.4,140.5
"HS578T","Paclitaxel_pos","pos_ctrl",1,72,1,463.292207792208,87.3311688311688,178,627,2587.4,140.5
"HS578T","ABT-737","trt_cp",1,72,10,463.292207792208,87.3311688311688,1822,196,2587.4,140.5
"HS578T","ABT-737","trt_cp",1,72,3.1623,463.292207792208,87.3311688311688,2280,200,2587.4,140.5
"HS578T","ABT-737","trt_cp",1,72,1,463.292207792208,87.3311688311688,2436,187,2587.4,140.5
"HS578T","ABT-737","trt_cp",1,72,0.31623,463.292207792208,87.3311688311688,2715,182,2587.4,140.5
"HS578T","ABT-737","trt_cp",1,72,0.1,463.292207792208,87.3311688311688,2762,182,2587.4,140.5
"HS578T","ABT-737","trt_cp",1,72,0.031623,463.292207792208,87.3311688311688,2376,161,2587.4,140.5
"HS578T","ABT-737","trt_cp",1,72,0.01,463.292207792208,87.3311688311688,2647,175,2587.4,140.5
"HS578T","ABT-737","trt_cp",1,72,0.0031623,463.292207792208,87.3311688311688,2848,166,2587.4,140.5
"HS578T","ABT-737","trt_cp",1,72,0.001,463.292207792208,87.3311688311688,2333,102,2587.4,140.5
"HS578T","-","ctl_vehicle",1,72,0,463.292207792208,87.3311688311688,2871,153,2587.4,140.5
"HS578T","Paclitaxel_pos","pos_ctrl",1,72,1,463.292207792208,87.3311688311688,155,651,2587.4,140.5
"HS578T","TGX221","trt_cp",1,72,10,463.292207792208,87.3311688311688,1689,158,2587.4,140.5
"HS578T","TGX221","trt_cp",1,72,3.1623,463.292207792208,87.3311688311688,2046,147,2587.4,140.5
"HS578T","TGX221","trt_cp",1,72,1,463.292207792208,87.3311688311688,2387,153,2587.4,140.5
"HS578T","TGX221","trt_cp",1,72,0.31623,463.292207792208,87.3311688311688,2172,142,2587.4,140.5
"HS578T","TGX221","trt_cp",1,72,0.1,463.292207792208,87.3311688311688,2451,156,2587.4,140.5
"HS578T","TGX221","trt_cp",1,72,0.031623,463.292207792208,87.3311688311688,2478,158,2587.4,140.5
"HS578T","TGX221","trt_cp",1,72,0.01,463.292207792208,87.3311688311688,2491,144,2587.4,140.5
"HS578T","TGX221","trt_cp",1,72,0.0031623,463.292207792208,87.3311688311688,2545,176,2587.4,140.5
"HS578T","TGX221","trt_cp",1,72,0.001,463.292207792208,87.3311688311688,2759,122,2587.4,140.5
"HS578T","-","ctl_vehicle",1,72,0,463.292207792208,87.3311688311688,2494,143,2587.4,140.5
"HS578T","GSK2126458","pos_ctrl",1,72,0.1,463.292207792208,87.3311688311688,722,199,2592.4,139.9
"HS578T","Paclitaxel","trt_cp",1,72,1,463.292207792208,87.3311688311688,128,554,2592.4,139.9
"HS578T","Paclitaxel","trt_cp",1,72,0.31623,463.292207792208,87.3311688311688,156,609,2592.4,139.9
"HS578T","Paclitaxel","trt_cp",1,72,0.1,463.292207792208,87.3311688311688,169,541,2592.4,139.9
"HS578T","Paclitaxel","trt_cp",1,72,0.031623,463.292207792208,87.3311688311688,227,451,2592.4,139.9
"HS578T","Paclitaxel","trt_cp",1,72,0.01,463.292207792208,87.3311688311688,190,411,2592.4,139.9
"HS578T","Paclitaxel","trt_cp",1,72,0.0031623,463.292207792208,87.3311688311688,503,494,2592.4,139.9
"HS578T","Paclitaxel","trt_cp",1,72,0.001,463.292207792208,87.3311688311688,1407,652,2592.4,139.9
"HS578T","Paclitaxel","trt_cp",1,72,0.00031623,463.292207792208,87.3311688311688,2574,189,2592.4,139.9
"HS578T","Paclitaxel","trt_cp",1,72,1e-04,463.292207792208,87.3311688311688,1050,264,2592.4,139.9
"HS578T","Vincristin","pos_ctrl",1,72,1,463.292207792208,87.3311688311688,198,288,2592.4,139.9
"HS578T","GSK2126458","pos_ctrl",1,72,0.1,463.292207792208,87.3311688311688,651,194,2592.4,139.9
"HS578T","Doxorubicin","trt_cp",1,72,3.1623,463.292207792208,87.3311688311688,179,293,2592.4,139.9
"HS578T","Doxorubicin","trt_cp",1,72,1,463.292207792208,87.3311688311688,209,239,2592.4,139.9
"HS578T","Doxorubicin","trt_cp",1,72,0.31623,463.292207792208,87.3311688311688,337,194,2592.4,139.9
"HS578T","Doxorubicin","trt_cp",1,72,0.1,463.292207792208,87.3311688311688,476,122,2592.4,139.9
"HS578T","Doxorubicin","trt_cp",1,72,0.031623,463.292207792208,87.3311688311688,490,191,2592.4,139.9
"HS578T","Doxorubicin","trt_cp",1,72,0.01,463.292207792208,87.3311688311688,691,377,2592.4,139.9
"HS578T","Doxorubicin","trt_cp",1,72,0.0031623,463.292207792208,87.3311688311688,1999,280,2592.4,139.9
"HS578T","Doxorubicin","trt_cp",1,72,0.001,463.292207792208,87.3311688311688,2323,168,2592.4,139.9
"HS578T","Doxorubicin","trt_cp",1,72,0.00031623,463.292207792208,87.3311688311688,2478,156,2592.4,139.9
"HS578T","Vincristin","pos_ctrl",1,72,1,463.292207792208,87.3311688311688,176,626,2592.4,139.9
"HS578T","-","ctl_vehicle",1,72,0,463.292207792208,87.3311688311688,2619,162,2592.4,139.9
"HS578T","Taselisib/GDC0032","trt_cp",1,72,10,463.292207792208,87.3311688311688,442,351,2592.4,139.9
"HS578T","Taselisib/GDC0032","trt_cp",1,72,3.1623,463.292207792208,87.3311688311688,798,231,2592.4,139.9
"HS578T","Taselisib/GDC0032","trt_cp",1,72,1,463.292207792208,87.3311688311688,1002,185,2592.4,139.9
"HS578T","Taselisib/GDC0032","trt_cp",1,72,0.31623,463.292207792208,87.3311688311688,1366,139,2592.4,139.9
"HS578T","Taselisib/GDC0032","trt_cp",1,72,0.1,463.292207792208,87.3311688311688,1577,191,2592.4,139.9
"HS578T","Taselisib/GDC0032","trt_cp",1,72,0.031623,463.292207792208,87.3311688311688,2066,188,2592.4,139.9
"HS578T","Taselisib/GDC0032","trt_cp",1,72,0.01,463.292207792208,87.3311688311688,1864,117,2592.4,139.9
"HS578T","Taselisib/GDC0032","trt_cp",1,72,0.0031623,463.292207792208,87.3311688311688,2532,153,2592.4,139.9
"HS578T","Taselisib/GDC0032","trt_cp",1,72,0.001,463.292207792208,87.3311688311688,2268,115,2592.4,139.9
"HS578T","-","ctl_vehicle",1,72,0,463.292207792208,87.3311688311688,2396,125,2592.4,139.9
"HS578T","-","ctl_vehicle",1,72,0,463.292207792208,87.3311688311688,2750,157,2592.4,139.9
"HS578T","Pictilisib/GDC0941","trt_cp",1,72,10,463.292207792208,87.3311688311688,496,275,2592.4,139.9
"HS578T","Pictilisib/GDC0941","trt_cp",1,72,3.1623,463.292207792208,87.3311688311688,915,179,2592.4,139.9
"HS578T","Pictilisib/GDC0941","trt_cp",1,72,1,463.292207792208,87.3311688311688,1256,155,2592.4,139.9
"HS578T","Pictilisib/GDC0941","trt_cp",1,72,0.31623,463.292207792208,87.3311688311688,1825,161,2592.4,139.9
"HS578T","Pictilisib/GDC0941","trt_cp",1,72,0.1,463.292207792208,87.3311688311688,1888,152,2592.4,139.9
"HS578T","Pictilisib/GDC0941","trt_cp",1,72,0.031623,463.292207792208,87.3311688311688,1950,169,2592.4,139.9
"HS578T","Pictilisib/GDC0941","trt_cp",1,72,0.01,463.292207792208,87.3311688311688,2154,126,2592.4,139.9
"HS578T","Pictilisib/GDC0941","trt_cp",1,72,0.0031623,463.292207792208,87.3311688311688,2256,112,2592.4,139.9
"HS578T","Pictilisib/GDC0941","trt_cp",1,72,0.001,463.292207792208,87.3311688311688,2493,120,2592.4,139.9
"HS578T","-","ctl_vehicle",1,72,0,463.292207792208,87.3311688311688,2204,124,2592.4,139.9
"HS578T","Actinomycin D","pos_ctrl",1,72,1,463.292207792208,87.3311688311688,109,311,2592.4,139.9
"HS578T","Torin2","trt_cp",1,72,1,463.292207792208,87.3311688311688,213,370,2592.4,139.9
"HS578T","Torin2","trt_cp",1,72,0.31623,463.292207792208,87.3311688311688,430,240,2592.4,139.9
"HS578T","Torin2","trt_cp",1,72,0.1,463.292207792208,87.3311688311688,559,154,2592.4,139.9
"HS578T","Torin2","trt_cp",1,72,0.031623,463.292207792208,87.3311688311688,650,114,2592.4,139.9
"HS578T","Torin2","trt_cp",1,72,0.01,463.292207792208,87.3311688311688,927,139,2592.4,139.9
"HS578T","Torin2","trt_cp",1,72,0.0031623,463.292207792208,87.3311688311688,1776,126,2592.4,139.9
"HS578T","Torin2","trt_cp",1,72,0.001,463.292207792208,87.3311688311688,2273,133,2592.4,139.9
"HS578T","Torin2","trt_cp",1,72,0.00031623,463.292207792208,87.3311688311688,2331,118,2592.4,139.9
"HS578T","Torin2","trt_cp",1,72,1e-04,463.292207792208,87.3311688311688,2958,182,2592.4,139.9
"HS578T","Vorinostat","trt_cp",1,72,10,463.292207792208,87.3311688311688,284,320,2592.4,139.9
"HS578T","Actinomycin D","pos_ctrl",1,72,1,463.292207792208,87.3311688311688,120,323,2592.4,139.9
